,Unnamed: 0,n,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData mode Number,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData range Row,MagpieData avg_dev Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData mean NsValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData maximum NfValence,MagpieData mean NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData maximum NsUnfilled,MagpieData mean NsUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData mean NdUnfilled,MagpieData maximum NfUnfilled,MagpieData mean NfUnfilled,MagpieData minimum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData maximum GSbandgap,MagpieData mean GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData mean GSmagmom,MagpieData maximum SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,label,distance
242,242,1.75,Ba2 Th1 Cu2 Se5,29.0,90.0,34.0,89.0,80.0,60.7,29.620000000000005,89.0,168.49206,102.858406,39.6233684,494.0,2023.0,1529.0,920.854,426.854,494.0,2.0,14.0,10.9,5.140000000000001,3.0,0.98,120.0,215.0,95.0,150.0,37.2,120.0,0.89,2.55,1.963,0.587,2.55,1.0,1.8,2.0,2.0,4.0,0.0,10.0,10.0,7.2,3.92,10.0,0.0,0.0,2.0,16.0,14.0,11.0,5.0,16.0,1.0,0.2,2.0,2.0,1.0,1.0,2.0,8.0,0.8,0.0,0.0,0.0,8.0,2.0,1.2,2.0,11.07,52.52,31.129,13.2326,25.92,0.799,0.3995,0.799,0.0,0.0,229.0,120.3,106.3,324,4.207174208300112
243,243,0.0,Ba2 U1 Cu1 O6,8.0,92.0,8.0,87.0,78.0,62.4,29.84,87.0,222.02951,67.222531,62.2030634,54.8,1408.0,1353.2,509.4570000000001,545.5884,54.8,2.0,14.0,11.4,5.5200000000000005,5.0,1.8,66.0,215.0,149.0,115.4,59.28,66.0,0.89,3.44,2.5700000000000003,1.0439999999999998,3.44,1.0,1.9,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,1.1,1.78,0.0,3.0,0.3,2.0,11.0,9.0,5.7,1.48,6.0,1.0,0.1,2.0,2.0,1.2,0.9600000000000002,2.0,9.0,0.9,11.0,1.1,0.0,20.0,3.3,3.34,2.0,9.105,54.485,21.2905,16.919800000000002,9.105,0.0,0.0,0.0,0.0,0.0,229.0,81.8,87.52,279,4.473749502098535
244,244,3.16,Ba2 V2 Te2 O11,8.0,56.0,8.0,90.0,81.0,73.3529411764706,21.577854671280274,87.0,121.3276,47.513552941176464,40.78302145328719,54.8,2183.0,2128.2,494.9482352941176,569.6035986159169,54.8,2.0,14.0,13.058823529411764,4.498269896193771,4.0,1.370242214532872,66.0,215.0,149.0,102.23529411764706,46.892733564013845,66.0,0.89,3.44,2.7694117647058825,0.8678200692041522,3.44,2.0,2.0,3.0588235294117645,1.439446366782007,4.0,0.0,10.0,10.0,1.5294117647058822,2.339100346020761,0.0,0.0,0.0,2.0,16.0,14.0,6.588235294117647,2.214532871972318,6.0,0.0,0.0,2.0,2.0,1.5294117647058822,0.7197231833910035,2.0,7.0,0.8235294117647058,0.0,0.0,0.0,7.0,2.3529411764705883,1.0934256055363325,2.0,9.105,54.485,18.993039215682355,14.204059976925953,9.105,0.464,0.0545882352941176,0.0,0.0,0.0,229.0,79.52941176470588,87.3910034602076,199,2.58454273219478
245,245,3.48,Ba2 V2 Zn1 O8,8.0,56.0,8.0,87.0,78.0,67.3076923076923,24.497041420118343,87.0,121.3276,43.8394,34.26461538461538,54.8,2183.0,2128.2,576.6984615384615,642.3365680473373,54.8,2.0,14.0,11.846153846153848,5.1360946745562135,4.0,1.3254437869822486,66.0,215.0,149.0,106.6153846153846,49.98816568047337,66.0,0.89,3.44,2.6315384615384616,0.9950295857988164,3.44,2.0,2.0,2.4615384615384617,1.893491124260355,4.0,0.0,10.0,10.0,1.2307692307692308,1.8934911242603552,0.0,0.0,0.0,2.0,12.0,10.0,5.6923076923076925,1.3491124260355027,6.0,0.0,0.0,2.0,2.0,1.2307692307692308,0.9467455621301776,2.0,7.0,1.0769230769230769,0.0,0.0,0.0,7.0,2.3076923076923075,1.4437869822485203,2.0,9.105,54.485,18.461538461538463,13.88568047337278,9.105,0.0,0.0,0.0,0.0,0.0,229.0,92.76923076923076,99.40828402366864,383,3.230671403160854
246,246,2.64,Ba2 V4 Te3 O18,8.0,56.0,8.0,90.0,81.0,75.48148148148148,18.584362139917697,87.0,121.3276,42.563303703703696,35.41853827160493,54.8,2183.0,2128.2,514.3103703703704,612.6804938271605,54.8,2.0,14.0,13.333333333333334,4.148148148148148,4.0,1.2345679012345678,66.0,215.0,149.0,97.92592592592592,42.56790123456791,66.0,0.89,3.44,2.8340740740740737,0.8079012345679012,3.44,2.0,2.0,3.111111111111111,1.3827160493827162,4.0,0.0,10.0,10.0,1.5555555555555556,2.3045267489711936,0.0,0.0,0.0,2.0,16.0,14.0,6.666666666666667,2.0740740740740744,6.0,0.0,0.0,2.0,2.0,1.5555555555555556,0.6913580246913581,2.0,7.0,1.037037037037037,0.0,0.0,0.0,7.0,2.592592592592593,1.3058984910836762,2.0,9.105,54.485,16.570370370366668,11.008751714671606,9.105,0.464,0.0515555555555555,0.0,0.0,0.0,229.0,75.77777777777777,85.03703703703704,199,2.464276288630157
247,247,2.31,Ba2 Y1 Ga1 Se5,31.0,56.0,34.0,89.0,80.0,61.0,34.0,89.0,67.604,92.00920555555555,20.14124197530864,302.91,1799.0,1496.09,730.2122222222222,357.41407407407405,494.0,2.0,14.0,11.11111111111111,5.851851851851852,2.0,0.7407407407407407,120.0,215.0,95.0,149.11111111111111,38.37037037037037,120.0,0.89,2.55,1.951111111111112,0.6654320987654319,2.55,2.0,2.0,2.333333333333333,1.851851851851852,4.0,0.0,10.0,10.0,6.777777777777778,4.296296296296296,10.0,0.0,0.0,2.0,16.0,14.0,11.11111111111111,5.851851851851852,16.0,0.0,0.0,5.0,5.0,1.6666666666666667,1.111111111111111,2.0,9.0,1.0,0.0,0.0,0.0,9.0,2.6666666666666665,1.9259259259259265,2.0,18.8575,44.7325,34.222500000000004,13.052222222222223,25.92,0.799,0.4438888888888889,0.799,0.0,0.0,229.0,87.33333333333333,86.66666666666667,27,3.2642390244300166
248,248,1.08,Ba2 Y1 Ga1 Te5,31.0,56.0,52.0,90.0,81.0,61.55555555555556,34.370370370370374,90.0,67.604,119.03142777777778,17.652001234567894,302.91,1799.0,1496.09,857.2455555555555,272.7251851851852,722.66,2.0,14.0,11.11111111111111,5.851851851851852,2.0,0.3950617283950615,122.0,215.0,93.0,159.11111111111111,31.70370370370371,138.0,0.89,2.1,1.7011111111111112,0.4674074074074074,2.1,2.0,2.0,2.333333333333333,1.851851851851852,4.0,0.0,10.0,10.0,6.777777777777778,4.296296296296296,10.0,0.0,0.0,2.0,16.0,14.0,11.11111111111111,5.851851851851852,16.0,0.0,0.0,5.0,5.0,1.6666666666666667,1.111111111111111,2.0,9.0,1.0,0.0,0.0,0.0,9.0,2.6666666666666665,1.9259259259259265,2.0,18.8575,44.7325,39.135462962944445,10.86868312758025,34.7633333333,0.464,0.2577777777777778,0.464,0.0,0.0,229.0,164.0,35.55555555555556,18,2.7178468101137274
249,249,2.31,Ba2 Y1 In1 Se5,34.0,56.0,34.0,89.0,80.0,61.11111111111112,34.07407407407407,89.0,58.367,97.01976111111112,21.8694925925926,429.75,1799.0,1369.25,744.3055555555555,348.0185185185185,494.0,2.0,14.0,11.11111111111111,5.851851851851852,2.0,0.7407407407407408,120.0,215.0,95.0,151.33333333333334,36.888888888888886,120.0,0.89,2.55,1.9477777777777776,0.6691358024691358,2.55,2.0,2.0,2.333333333333333,1.851851851851852,4.0,0.0,10.0,10.0,6.777777777777778,4.296296296296296,10.0,0.0,0.0,2.0,16.0,14.0,11.11111111111111,5.851851851851852,16.0,0.0,0.0,5.0,5.0,1.6666666666666667,1.111111111111111,2.0,9.0,1.0,0.0,0.0,0.0,9.0,2.6666666666666665,1.9259259259259265,2.0,24.26,39.33,34.82277777777778,12.785432098765432,25.92,0.799,0.4438888888888889,0.799,0.0,0.0,229.0,95.66666666666669,90.74074074074072,27,3.3211092265965974
250,250,1.36,Ba2 Y1 In1 Te5,39.0,56.0,52.0,90.0,81.0,61.66666666666666,34.44444444444444,90.0,48.42115,124.04198333333332,9.857803703703707,429.75,1799.0,1369.25,871.3388888888888,263.32962962962966,722.66,2.0,14.0,11.11111111111111,5.851851851851852,1.0,0.345679012345679,138.0,215.0,77.0,161.33333333333334,30.22222222222222,138.0,0.89,2.1,1.6977777777777778,0.4651851851851852,2.1,2.0,2.0,2.333333333333333,1.851851851851852,4.0,0.0,10.0,10.0,6.777777777777778,4.296296296296296,10.0,0.0,0.0,2.0,16.0,14.0,11.11111111111111,5.851851851851852,16.0,0.0,0.0,5.0,5.0,1.6666666666666667,1.111111111111111,2.0,9.0,1.0,0.0,0.0,0.0,9.0,2.6666666666666665,1.9259259259259265,2.0,24.26,39.33,39.73574074072222,10.60189300412346,34.7633333333,0.464,0.2577777777777778,0.464,0.0,0.0,229.0,172.33333333333334,30.0,18,2.6673623589948963
251,251,0.0,Ba2 Y1 Re1 O6,8.0,75.0,8.0,87.0,78.0,60.6,31.68,87.0,170.2076,64.576325,58.29231,54.8,3459.0,3404.2,758.6800000000001,844.6560000000002,54.8,2.0,14.0,11.0,6.0,4.0,1.8,66.0,215.0,149.0,116.7,60.84000000000001,66.0,0.89,3.44,2.554,1.0632,3.44,2.0,2.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,0.6,0.96,0.0,14.0,1.4,2.0,21.0,19.0,6.4,2.9200000000000004,6.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,9.0,1.4,0.0,0.0,0.0,9.0,2.6,1.7600000000000002,2.0,9.105,54.485,22.883000000000003,18.1792,9.105,0.0,0.0,0.0,0.0,0.0,229.0,91.8,95.76,21,1.9300061749776936
252,252,0.0,Ba2 Yb1 Cu4 O8,8.0,70.0,8.0,87.0,78.0,67.26666666666667,21.04888888888889,87.0,157.0546,55.32581333333333,41.94817422222222,54.8,1357.77,1302.97,597.432,578.8074666666668,54.8,2.0,14.0,11.933333333333334,4.337777777777777,4.0,1.4222222222222225,66.0,215.0,149.0,111.53333333333332,48.568888888888885,66.0,0.89,3.44,2.544,0.9557333333333332,3.44,1.0,1.7333333333333334,2.1333333333333333,1.991111111111111,4.0,0.0,10.0,10.0,2.6666666666666665,3.911111111111112,0.0,14.0,0.9333333333333332,2.0,16.0,14.0,7.466666666666667,3.0222222222222226,6.0,1.0,0.2666666666666666,2.0,2.0,1.0666666666666669,0.9955555555555556,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,0.7111111111111111,2.0,9.105,54.485,18.561333333333334,14.082133333333331,9.105,0.0,0.0,0.0,0.0,0.0,229.0,111.93333333333334,106.59555555555556,23,3.584596233506039
253,253,3.54,Ba2 Zn0.2 B2 S5.2,5.0,56.0,16.0,88.0,79.0,67.38297872340426,24.843820733363508,88.0,126.516,50.647872340425536,37.5116342236306,388.36,2348.0,1959.64,941.915744680851,623.0504300588501,388.36,2.0,14.0,12.297872340425531,4.394748755092802,4.0,1.1100045269352652,84.0,215.0,131.0,124.29787234042554,38.59665006790403,105.0,0.89,2.58,2.085744680851064,0.5468356722498868,2.58,2.0,2.0,2.425531914893617,1.7419646899049346,4.0,0.0,10.0,10.0,0.2127659574468085,0.4164780443639656,0.0,0.0,0.0,2.0,12.0,10.0,4.638297872340425,1.8198279764599363,6.0,0.0,0.0,5.0,5.0,2.1702127659574466,1.2041647804436395,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.1702127659574466,1.2041647804436395,2.0,7.1725,56.4175,29.61795212765957,14.45619058397465,25.786875,2.202,1.5423829787234042,2.202,0.0,0.0,229.0,126.89361702127658,62.94612947034857,20,4.007318302332264
254,254,2.75,Ba2 Zn1 Se3,30.0,56.0,34.0,89.0,80.0,59.0,33.333333333333336,89.0,71.947,96.15233333333332,27.44977777777778,494.0,1000.0,506.0,695.7800000000001,202.81333333333336,494.0,2.0,14.0,10.666666666666666,5.777777777777778,2.0,0.888888888888889,120.0,215.0,95.0,152.0,42.0,120.0,0.89,2.55,1.8466666666666665,0.7033333333333333,2.55,2.0,2.0,2.0,2.0,4.0,0.0,10.0,10.0,6.666666666666667,4.444444444444445,10.0,0.0,0.0,2.0,16.0,14.0,10.666666666666666,5.777777777777778,16.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,13.96,49.63,36.48333333333334,18.07111111111111,25.92,0.799,0.3995,0.799,0.0,0.0,229.0,115.66666666666669,101.66666666666669,27,3.692723143206866
255,255,2.1,Ba2 Zn1 Te3,30.0,56.0,52.0,90.0,81.0,59.5,33.666666666666664,90.0,71.947,120.47233333333332,18.364111111111114,692.68,1000.0,307.32000000000005,810.11,126.59333333333336,722.66,2.0,14.0,10.666666666666666,5.777777777777778,2.0,0.5555555555555557,122.0,215.0,93.0,161.0,36.0,138.0,0.89,2.1,1.6216666666666668,0.4877777777777778,2.1,2.0,2.0,2.0,2.0,4.0,0.0,10.0,10.0,6.666666666666667,4.444444444444445,10.0,0.0,0.0,2.0,16.0,14.0,10.666666666666666,5.777777777777778,16.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,13.96,49.63,40.90499999998334,15.123333333344448,34.7633333333,0.464,0.232,0.464,0.0,0.0,229.0,184.66666666666663,32.666666666666664,111,4.227408261274698
256,256,0.0,Ba3 Al2 Ge2,13.0,56.0,56.0,79.0,70.0,47.285714285714285,32.816326530612244,9.0,110.3454614,87.31772531428571,42.8650925877551,933.47,1211.4,277.93000000000006,1041.3914285714286,97.14775510204085,1000.0,2.0,12.0,8.571428571428571,5.63265306122449,3.0,1.2244897959183674,120.0,215.0,95.0,161.0,46.285714285714285,215.0,0.89,2.01,1.4157142857142857,0.4506122448979591,0.89,2.0,2.0,0.8571428571428571,0.7346938775510203,0.0,0.0,10.0,10.0,2.857142857142857,4.081632653061225,0.0,0.0,0.0,2.0,14.0,12.0,5.714285714285714,4.7346938775510194,2.0,0.0,0.0,5.0,5.0,2.571428571428572,2.204081632653061,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.571428571428572,2.204081632653061,0.0,16.48,47.11,38.53428571428572,21.476326530612248,63.59,0.383,0.1094285714285714,0.0,0.0,0.0,229.0,226.7142857142857,1.9591836734693888,53,6.112640594649586
257,257,0.0,Ba3 Li4 Sn8,3.0,56.0,50.0,80.0,79.0,44.73333333333333,37.617777777777775,80.0,130.386,92.62833333333332,45.69991111111111,453.69,1000.0,546.31,590.36,163.85600000000002,505.08,1.0,13.0,8.133333333333333,6.257777777777778,4.0,1.2799999999999998,128.0,215.0,87.0,151.26666666666668,25.49333333333334,139.0,0.89,1.96,1.4846666666666666,0.5070222222222223,1.96,1.0,1.7333333333333334,1.0666666666666669,0.9955555555555556,2.0,0.0,10.0,10.0,5.333333333333333,4.977777777777777,10.0,0.0,0.0,1.0,14.0,13.0,8.133333333333333,6.257777777777778,14.0,1.0,0.2666666666666666,4.0,4.0,2.1333333333333333,1.991111111111111,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.4,1.7066666666666668,4.0,16.5933333333,46.99666666670001,34.89488888888,11.478044444448,33.285,0.0,0.0,0.0,0.0,0.0,229.0,182.06666666666663,43.80444444444444,57,4.221368754658965
258,258,2.37,Ba3 Ag2 Sn2 S8,16.0,56.0,16.0,88.0,79.0,68.06666666666666,24.444444444444446,88.0,105.262,74.77716000000001,45.55963733333333,388.36,1234.93,846.57,639.1266666666668,303.2302222222223,388.36,2.0,14.0,12.266666666666667,4.444444444444445,3.0,1.208888888888889,105.0,215.0,110.0,136.86666666666667,33.99111111111111,105.0,0.89,2.58,2.0726666666666667,0.5411555555555556,2.58,1.0,1.8666666666666667,2.4,1.7066666666666668,4.0,0.0,10.0,10.0,2.6666666666666665,3.911111111111112,0.0,0.0,0.0,2.0,14.0,12.0,6.933333333333334,2.968888888888889,6.0,1.0,0.1333333333333333,4.0,4.0,1.6,1.0666666666666669,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.7333333333333334,0.8888888888888888,2.0,16.33,47.260000000000005,33.08633333333333,12.254444444444443,25.786875,2.202,1.1744,2.202,0.0,0.0,229.0,131.93333333333334,66.06222222222223,20,2.6721688694740577
259,259,3.01,Ba3 B1.5 Sb0.5 S6,5.0,56.0,16.0,88.0,79.0,64.13636363636364,30.074380165289256,88.0,126.516,61.9515909090909,46.55098760330578,388.36,2348.0,1959.64,845.8227272727272,499.0502479338842,388.36,2.0,14.0,11.727272727272728,5.305785123966943,4.0,1.3264462809917354,84.0,215.0,131.0,133.6818181818182,44.83884297520661,105.0,0.89,2.58,2.0213636363636365,0.6171074380165288,2.58,2.0,2.0,2.4545454545454546,1.7355371900826448,4.0,0.0,10.0,10.0,0.4545454545454545,0.8677685950413223,0.0,0.0,0.0,2.0,15.0,13.0,4.909090909090909,2.107438016528925,6.0,0.0,0.0,5.0,5.0,1.9090909090909087,1.0413223140495866,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.9090909090909087,1.0413223140495866,2.0,7.1725,56.4175,33.82090909090909,16.237685950413223,25.786875,2.202,1.4089090909090909,2.202,0.0,0.0,229.0,130.8181818181818,66.34710743801654,20,3.6104230266969504
260,260,2.62,Ba3 B1 Sb1 S6,5.0,56.0,16.0,88.0,79.0,64.72727272727273,30.396694214876025,88.0,126.516,66.99472727272727,48.32038016528925,388.36,2348.0,1959.64,780.1763636363635,427.43603305785126,388.36,2.0,14.0,11.818181818181818,5.355371900826446,4.0,1.3388429752066118,84.0,215.0,131.0,136.1818181818182,43.50413223140496,105.0,0.89,2.58,2.021818181818182,0.6173553719008263,2.58,2.0,2.0,2.5454545454545454,1.6694214876033058,4.0,0.0,10.0,10.0,0.9090909090909092,1.6528925619834711,0.0,0.0,0.0,2.0,15.0,13.0,5.454545454545454,2.3305785123966944,6.0,0.0,0.0,5.0,5.0,1.818181818181818,0.9917355371900828,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.818181818181818,0.9917355371900828,2.0,7.1725,56.4175,34.92943181818182,15.633037190082648,25.786875,2.202,1.3396363636363635,2.202,0.0,0.0,229.0,130.8181818181818,66.34710743801652,20,3.415368987222963
261,261,1.89,Ba3 B1 Sb1 Se6,5.0,56.0,34.0,89.0,80.0,65.27272727272727,30.69421487603307,89.0,126.516,92.57381818181818,29.71740495867769,494.0,2348.0,1854.0,837.7981818181817,375.0525619834711,494.0,2.0,14.0,11.818181818181818,5.355371900826446,4.0,0.9421487603305784,84.0,215.0,131.0,144.36363636363637,38.52892561983472,120.0,0.89,2.55,2.0054545454545454,0.6084297520661156,2.55,2.0,2.0,2.5454545454545454,1.6694214876033058,4.0,0.0,10.0,10.0,6.363636363636363,4.628099173553719,10.0,0.0,0.0,2.0,16.0,14.0,10.909090909090908,6.297520661157026,16.0,0.0,0.0,5.0,5.0,1.818181818181818,0.9917355371900828,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.818181818181818,0.9917355371900828,2.0,7.1725,56.4175,35.00204545454546,15.593429752066118,25.92,1.524,0.5743636363636364,0.799,0.0,0.0,229.0,100.27272727272728,94.11570247933886,27,4.20733191740266
262,262,2.43,Ba3 Bi0.5 B1.5 S6,5.0,83.0,16.0,88.0,79.0,64.18181818181819,30.099173553719005,88.0,198.1694,65.91615454545455,51.95721074380165,388.36,2348.0,1959.64,829.4872727272727,507.14677685950414,388.36,2.0,14.0,11.727272727272728,5.305785123966943,4.0,1.3884297520661155,84.0,215.0,131.0,134.0909090909091,45.39669421487604,105.0,0.89,2.58,2.02,0.6163636363636363,2.58,2.0,2.0,2.4545454545454546,1.7355371900826446,4.0,0.0,10.0,10.0,0.4545454545454545,0.8677685950413223,0.0,14.0,0.6363636363636364,2.0,29.0,27.0,5.545454545454546,2.6280991735537187,6.0,0.0,0.0,5.0,5.0,1.9090909090909087,1.0413223140495869,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.9090909090909087,1.0413223140495869,2.0,7.1725,56.4175,33.88409090909091,16.20322314049587,25.786875,2.202,1.4089090909090909,2.202,0.0,0.0,229.0,123.8181818181818,68.87603305785125,20,5.609038865455786
263,263,2.3,Ba3 Bi2 Te1 O9,8.0,83.0,8.0,90.0,81.0,71.46666666666667,24.986666666666665,87.0,192.981,73.43576,68.923632,54.8,1000.0,945.2,353.644,358.6128,54.8,2.0,14.0,13.066666666666666,4.426666666666667,4.0,1.84,66.0,215.0,149.0,111.53333333333332,54.63999999999999,66.0,0.89,3.44,2.651333333333333,0.9464,3.44,2.0,2.0,3.066666666666667,1.2444444444444445,4.0,0.0,10.0,10.0,2.0,3.2,0.0,14.0,1.8666666666666667,2.0,29.0,27.0,8.933333333333334,6.293333333333334,6.0,0.0,0.0,3.0,3.0,1.7333333333333334,0.6933333333333332,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.7333333333333334,0.6933333333333332,2.0,9.105,54.485,24.89188888888667,18.944266666664,9.105,0.464,0.0309333333333333,0.0,0.0,0.0,229.0,64.73333333333333,77.34222222222222,382,2.634542875984301
264,264,0.0,Ba3 Ca1 Ir2 O9,8.0,77.0,8.0,87.0,80.0,62.46666666666667,29.44,87.0,176.2176,65.36583999999999,62.61144,54.8,2739.0,2684.2,672.4133333333334,741.1360000000001,54.8,2.0,14.0,11.333333333333334,5.6,4.0,1.76,66.0,215.0,149.0,113.13333333333334,56.56,66.0,0.89,3.44,2.602,1.0056,3.44,2.0,2.0,2.4,1.92,4.0,0.0,7.0,7.0,0.9333333333333332,1.6177777777777778,0.0,14.0,1.8666666666666667,2.0,23.0,21.0,7.2,4.213333333333334,6.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,3.0,0.4,0.0,0.0,0.0,3.0,1.6,0.8533333333333333,2.0,9.105,54.485,22.593666666666667,18.42204444444445,9.105,0.0,0.0,0.0,0.0,0.0,229.0,98.0,103.2,21,2.208411084020512
265,265,0.0,Ba3 Ca1 Ru2 O9,8.0,56.0,8.0,87.0,80.0,61.93333333333333,30.08,87.0,121.3276,53.21290666666666,46.40752888888888,54.8,2607.0,2552.2,654.8133333333334,720.016,54.8,2.0,14.0,11.2,5.760000000000001,4.0,1.6,66.0,215.0,149.0,113.8,57.36000000000001,66.0,0.89,3.44,2.602,1.0056,3.44,1.0,1.8666666666666667,2.4,1.92,4.0,0.0,7.0,7.0,0.9333333333333332,1.6177777777777778,0.0,0.0,0.0,2.0,8.0,6.0,5.2,1.7066666666666666,6.0,1.0,0.1333333333333333,2.0,2.0,1.2,0.96,2.0,3.0,0.4,0.0,0.0,0.0,4.0,1.7333333333333334,0.9244444444444444,2.0,9.105,54.485,22.500333333333337,18.471822222222222,9.105,0.0,0.0,0.0,0.0,0.0,229.0,93.86666666666666,98.24,23,2.8466014782590605
266,266,2.75,Ba3 Cd1 Sn2 S8,16.0,56.0,16.0,88.0,79.0,68.64285714285714,25.56122448979592,88.0,105.262,72.738,46.483428571428576,388.36,1000.0,611.64,550.8042857142857,198.714693877551,388.36,2.0,14.0,12.428571428571429,4.530612244897959,3.0,1.2244897959183674,105.0,215.0,110.0,136.21428571428572,35.673469387755105,105.0,0.89,2.58,2.065714285714286,0.5877551020408163,2.58,2.0,2.0,2.571428571428572,1.6326530612244898,4.0,0.0,10.0,10.0,2.142857142857143,3.3673469387755097,0.0,0.0,0.0,2.0,14.0,12.0,6.714285714285714,2.836734693877552,6.0,0.0,0.0,4.0,4.0,1.7142857142857142,0.979591836734694,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.7142857142857142,0.979591836734694,2.0,19.495,44.095,34.50928571428572,12.463163265306124,25.786875,2.202,1.2582857142857142,2.202,0.0,0.0,229.0,123.07142857142856,60.6530612244898,20,1.6067198666895646
267,267,0.0,Ba3 Co10 O17,8.0,56.0,8.0,87.0,78.0,69.53333333333333,19.79555555555556,87.0,121.3276,42.443425000000005,29.969895,54.8,1768.0,1713.2,720.3866666666667,754.3315555555554,54.8,2.0,14.0,12.266666666666667,4.231111111111111,4.0,1.208888888888889,66.0,215.0,149.0,100.9,39.55333333333333,66.0,0.89,3.44,2.665,0.8783333333333334,3.44,2.0,2.0,2.2666666666666666,1.9644444444444449,4.0,0.0,7.0,7.0,2.333333333333333,3.111111111111111,0.0,0.0,0.0,2.0,9.0,7.0,6.6,1.6,6.0,0.0,0.0,2.0,2.0,1.1333333333333333,0.9822222222222224,2.0,3.0,1.0,0.0,0.0,0.0,3.0,2.1333333333333333,0.5777777777777778,2.0,9.105,54.485,14.9335,9.7313,9.105,0.0,0.0,0.0,1.5484712,0.5161570666666667,229.0,94.36666666666666,93.34888888888888,190,2.657470441735072
268,268,0.0,Ba3 Cr1 S5,16.0,56.0,16.0,88.0,79.0,57.333333333333336,34.07407407407407,88.0,105.262,69.3669,45.30673333333333,388.36,2180.0,1791.64,791.3111111111111,447.72345679012346,388.36,2.0,14.0,10.22222222222222,6.419753086419753,3.0,1.259259259259259,105.0,215.0,110.0,145.44444444444446,46.37037037037037,105.0,0.89,2.58,1.9144444444444444,0.7395061728395063,2.58,1.0,1.8888888888888888,2.2222222222222223,1.9753086419753088,4.0,0.0,5.0,5.0,0.5555555555555556,0.9876543209876544,0.0,0.0,0.0,2.0,6.0,4.0,4.666666666666667,1.7777777777777777,6.0,1.0,0.1111111111111111,2.0,2.0,1.1111111111111112,0.9876543209876544,2.0,5.0,0.5555555555555556,0.0,0.0,0.0,6.0,1.7777777777777777,1.1851851851851851,2.0,11.19,52.400000000000006,36.766041666666666,17.88263888888889,25.786875,2.202,1.2233333333333334,2.202,0.0,0.0,229.0,140.66666666666666,78.51851851851852,333,3.3377902852326855
