,Unnamed: 0,n,composition,MagpieData minimum Number,MagpieData mode Number,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData minimum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData maximum Row,MagpieData range Row,MagpieData avg_dev Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData maximum Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData maximum NfValence,MagpieData mean NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData range NsUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData mean NdUnfilled,MagpieData minimum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData maximum GSbandgap,MagpieData mean GSbandgap,MagpieData mode GSbandgap,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,3-norm,frac s valence electrons,frac p valence electrons,density,vpa,packing fraction,label,distance
999,999,1.902222910176397,O2 Na2 Hg1,8.0,8.0,87.0,85.0,49.8,38.24,2.0,184.5906,55.713667712,57.95053291520001,54.8,316.07,217.132,129.8656,54.8,16.0,15.0,9.2,6.56,1.0,6.0,4.0,1.12,66.0,166.0,100.0,119.2,42.56,66.0,3.44,2.148,1.0336,0.93,1.6,0.48,4.0,4.0,1.6,1.92,10.0,10.0,2.0,3.2,14.0,2.8,1.0,26.0,25.0,8.0,7.2,1.0,1.0,2.0,2.0,0.8,0.96,0.0,0.0,0.0,0.0,2.0,1.2,0.64,1.0,9.105,20.3868505747,9.02548045976,9.105,0.0,0.0,0.0,12.0,229.0,217.0,129.6,94.08,12.0,3,0.5142563181316472,0.2,0.2,5.687760905319325,16.265578550045085,0.796833301180924,64,2.953968698941098
1000,1000,2.9700853523089195,Ba2 Pr4 Se8,34.0,34.0,89.0,80.0,57.0,36.57142857142857,89.0,61.94765,104.99747142857142,29.75711020408164,494.0,710.0,769.1428571428571,314.4489795918367,494.0,16.0,14.0,10.285714285714286,6.530612244897959,16.0,6.0,2.0,0.979591836734694,120.0,215.0,95.0,157.28571428571428,42.61224489795918,120.0,2.55,1.907142857142857,0.7346938775510203,2.55,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,10.0,10.0,5.714285714285714,4.8979591836734695,3.0,0.8571428571428571,2.0,16.0,14.0,10.857142857142858,5.877551020408163,16.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,0.0,0.0,11.0,4.285714285714286,3.8367346938775513,2.0,25.92,34.08857142857143,9.335510204081633,25.92,0.799,0.4565714285714286,0.799,14.0,229.0,215.0,96.14285714285714,93.87755102040816,14.0,3,0.5970484566258902,0.1842105263157894,0.2105263157894736,6.144703772197027,28.374419608354977,0.604951181288116,46,4.435465735631694
1001,1001,2.029869043395006,O4 K2 Bi2,8.0,8.0,87.0,84.0,65.75,31.375,87.0,192.981,70.019375,69.4805125,54.8,489.6,247.6325,192.8325,54.8,16.0,15.0,12.0,5.5,16.0,6.0,4.0,1.5,66.0,203.0,137.0,120.75,54.75,66.0,3.44,2.43,1.01,3.44,1.75,0.375,4.0,4.0,2.75,1.375,10.0,10.0,2.5,3.75,14.0,3.5,1.0,29.0,28.0,10.5,9.25,6.0,1.0,3.0,3.0,1.75,0.875,2.0,0.0,0.0,1.0,2.0,2.0,0.5,2.0,9.105,31.066666666675,21.961666666675,9.105,0.0,0.0,0.0,12.0,229.0,217.0,66.25,81.375,12.0,3,0.538608672507971,0.1666666666666666,0.2619047619047619,5.7354821569744665,20.27203719307691,0.7839503196248541,102,2.072247567510424
1002,1002,2.167000461467418,Li8 Nb4 Cr12 O32,3.0,8.0,87.0,86.0,63.71428571428572,26.612244897959183,87.0,85.96538,27.912277142857143,19.60651020408164,54.8,2695.2,759.6985714285714,893.029387755102,54.8,16.0,15.0,10.928571428571429,5.795918367346938,16.0,5.0,3.0,0.9183673469387754,66.0,164.0,98.0,97.5,36.0,66.0,3.44,2.575714285714286,0.9877551020408164,3.44,1.5714285714285714,0.489795918367347,4.0,4.0,2.2857142857142856,1.959183673469388,5.0,5.0,1.3571428571428572,1.9387755102040816,0.0,0.0,1.0,6.0,5.0,5.214285714285714,1.2346938775510203,6.0,1.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,6.0,1.5,1.0,6.0,3.071428571428572,1.8163265306122447,2.0,9.105,11.269761904757145,2.508197278904081,9.105,0.0,0.0,0.0,12.0,229.0,217.0,105.0,106.28571428571428,12.0,4,0.5845192483524393,0.3013698630136986,0.4383561643835616,4.181526860204134,11.08433072009917,0.5157248170206487,312,2.4311891142605617
1003,1003,1.944408993327621,Y4 Ge2 Be4 O14,4.0,8.0,87.0,75.0,70.5,20.666666666666668,87.0,79.893668,31.705988666666663,25.888955666666664,54.8,1744.2,692.75,744.275,54.8,16.0,14.0,11.333333333333334,5.888888888888888,16.0,5.0,3.0,1.0,66.0,190.0,124.0,96.16666666666669,35.25,66.0,3.44,2.6391666666666667,0.9343055555555556,3.44,2.0,0.0,4.0,4.0,2.5,1.75,10.0,10.0,1.0,1.5,0.0,0.0,2.0,14.0,12.0,5.5,2.0,6.0,0.0,4.0,4.0,1.5,1.0,2.0,9.0,1.5,0.0,9.0,3.0,2.1666666666666665,2.0,7.89,13.9375,7.65375,9.105,0.383,0.0319166666666666,0.0,12.0,225.0,213.0,90.41666666666669,91.48611111111111,12.0,4,0.5928155507483438,0.3636363636363636,0.4545454545454545,4.695864887554146,11.211786132458174,0.5431102165268166,452,3.5693838270486706
1004,1004,2.3251537583566426,Fe5 Li1 O8,3.0,8.0,87.0,86.0,69.42857142857143,20.081632653061224,87.0,48.904,29.582942857142857,18.75861224489796,54.8,1756.2,710.5064285714286,786.066836734694,54.8,16.0,15.0,12.071428571428571,4.489795918367347,16.0,4.0,2.0,0.9183673469387756,66.0,132.0,66.0,94.0,32.0,66.0,3.44,2.689285714285714,0.8579591836734693,3.44,1.9285714285714288,0.1326530612244897,4.0,4.0,2.2857142857142856,1.959183673469388,6.0,6.0,2.142857142857143,2.7551020408163263,0.0,0.0,1.0,8.0,7.0,6.357142857142857,1.173469387755102,6.0,1.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,4.0,1.4285714285714286,1.0,3.0,2.642857142857143,0.9693877551020408,2.0,9.105,10.220238095235716,1.2745578231265304,9.105,0.0,0.0,0.0,12.0,229.0,217.0,105.0,106.28571428571428,12.0,3,0.6149108987004325,0.3033707865168539,0.3595505617977528,4.501184698583148,10.913489583029982,0.5070951153233,312,3.3156223269648963
1005,1005,2.5907225504351845,C1 Cl2 Sc2,6.0,17.0,94.0,83.0,57.4,37.120000000000005,11.0,32.945212,34.565704800000006,9.022001919999996,171.6,3651.4,1558.84,1109.792,171.6,17.0,14.0,10.8,6.24,3.0,4.0,2.0,0.64,76.0,170.0,94.0,124.0,36.8,102.0,3.16,2.3180000000000005,0.7663999999999999,1.36,2.0,0.0,5.0,5.0,2.4,2.08,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,3.0,7.0,4.0,4.8,1.7600000000000002,3.0,0.0,4.0,4.0,1.2,1.12,0.0,9.0,3.6,1.0,8.0,4.8,3.3599999999999994,1.0,5.64,19.821,5.6724000000000006,22.235,4.496,1.8964,0.0,64.0,194.0,130.0,142.0,62.4,64.0,3,0.5142563181316472,0.4166666666666667,0.5,2.7582163058712763,20.809717882815622,0.4241182418322516,419,5.424203509039583
1006,1006,2.113990381561216,O2 I2 La2,8.0,8.0,96.0,83.0,65.33333333333333,34.88888888888889,13.0,122.90607,93.93644666666668,51.95803111111112,54.8,1138.2,544.8833333333333,432.0777777777777,54.8,17.0,14.0,12.0,6.0,3.0,6.0,4.0,1.5555555555555556,66.0,207.0,141.0,137.33333333333334,47.55555555555555,66.0,3.44,2.4,0.8666666666666667,1.1,2.0,0.0,5.0,5.0,3.0,2.0,10.0,10.0,3.6666666666666665,4.222222222222222,0.0,0.0,3.0,17.0,14.0,8.666666666666666,5.5555555555555545,3.0,0.0,2.0,2.0,1.0,0.6666666666666666,0.0,9.0,3.0,1.0,8.0,4.0,3.333333333333333,1.0,9.105,29.672500000000003,13.711666666666664,9.105,1.062,0.354,0.0,12.0,194.0,182.0,90.0,69.33333333333333,12.0,3,0.4807498567691361,0.2307692307692307,0.3461538461538462,5.531627647800722,28.198777900317328,0.5137122718522038,220,3.1133015159338857
1007,1007,2.6422860682875853,Mg4 Zr4 N8,7.0,7.0,82.0,38.0,69.0,13.0,82.0,77.21730000000001,35.8856,27.6692,63.05,2064.95,794.275,731.2249999999999,63.05,15.0,13.0,9.0,6.0,15.0,5.0,3.0,1.0,71.0,175.0,104.0,114.5,43.5,71.0,3.04,2.18,0.86,3.04,2.0,0.0,3.0,3.0,1.5,1.5,2.0,2.0,0.5,0.75,0.0,0.0,2.0,5.0,3.0,4.0,1.0,5.0,0.0,3.0,3.0,1.5,1.5,3.0,8.0,2.0,0.0,8.0,3.5,2.25,3.0,14.76875,18.905625,4.136875,14.76875,6.437,3.2185,6.437,194.0,194.0,0.0,194.0,0.0,194.0,3,0.538608672507971,0.5,0.375,4.38520811272757,13.588737226730322,0.5893923502686351,436,3.216896078608857
1008,1008,2.2081808500815043,Br6 W1,35.0,35.0,95.0,44.0,88.71428571428571,10.775510204081638,95.0,103.936,94.752,25.453714285714284,265.8,3429.2,755.6857142857143,839.804081632653,265.8,17.0,11.0,15.428571428571429,2.693877551020408,17.0,6.0,2.0,0.4897959183673468,120.0,162.0,42.0,126.0,10.285714285714286,120.0,2.96,2.874285714285714,0.1469387755102042,2.96,2.0,0.0,5.0,5.0,4.285714285714286,1.2244897959183676,10.0,6.0,9.142857142857142,1.4693877551020411,14.0,2.0,17.0,20.0,3.0,17.428571428571427,0.7346938775510193,17.0,0.0,1.0,1.0,0.8571428571428571,0.2448979591836735,1.0,6.0,0.8571428571428571,1.0,5.0,1.7142857142857142,1.2244897959183672,1.0,16.05,27.56142857142857,3.288979591836735,29.48,1.457,1.2488571428571429,1.457,64.0,229.0,165.0,87.57142857142857,40.40816326530613,64.0,2,0.8584635724167666,0.1147540983606557,0.2459016393442623,4.176017741287871,37.67689875521462,0.1840072303479429,420,4.825064640407264
1009,1009,1.0,Ni3 In3 Ce3,28.0,28.0,75.0,60.0,50.333333333333336,23.55555555555556,15.0,81.42260000000002,104.54246666666668,30.566044444444444,429.75,1298.25,1076.25,434.5,429.75,13.0,10.0,8.666666666666666,3.7777777777777777,3.0,6.0,2.0,0.6666666666666666,124.0,204.0,80.0,156.66666666666666,31.55555555555556,124.0,1.91,1.6033333333333333,0.3222222222222222,1.12,2.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,10.0,9.0,6.333333333333333,3.555555555555556,1.0,0.3333333333333333,4.0,13.0,9.0,9.0,3.333333333333333,4.0,0.0,5.0,5.0,1.6666666666666667,2.2222222222222223,0.0,9.0,3.6666666666666665,2.0,20.0,9.666666666666666,8.222222222222221,2.0,10.32,23.94,9.08,10.32,0.0,0.0,0.0,139.0,225.0,86.0,186.0,31.33333333333333,139.0,3,0.4807498567691361,0.2222222222222222,0.037037037037037,8.316042308946578,20.874935885303163,0.8371502694648795,103,4.593598067587388
1010,1010,4.0358394418014205,Se12 Bi8,34.0,34.0,89.0,3.0,87.8,1.4400000000000006,89.0,130.0204,130.96815999999998,62.409792,494.0,50.39999999999998,514.1600000000001,24.192000000000007,494.0,16.0,1.0,15.6,0.4800000000000001,16.0,6.0,2.0,0.96,120.0,148.0,28.0,131.2,13.439999999999998,120.0,2.55,2.338,0.2543999999999998,2.55,2.0,0.0,4.0,1.0,3.6,0.48,10.0,0.0,10.0,0.0,14.0,5.6,16.0,29.0,13.0,21.2,6.24,16.0,0.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,2.0,1.0,2.4,0.48,2.0,25.92,28.732000000000006,3.3744000000000014,25.92,0.799,0.4794,0.799,12.0,14.0,2.0,13.2,0.9600000000000002,14.0,2,0.6542132620377179,0.0943396226415094,0.169811320754717,7.176336769252608,30.304841195930805,0.3525934877553326,79,0.04446651259972344
1011,1011,4.017005518210467,Sn2 Ag6 P14,15.0,15.0,83.0,18.0,77.81818181818181,6.991735537190085,83.0,87.73623799999999,59.920994,36.84193163636364,317.3,917.63,584.6336363636364,354.7071074380165,317.3,15.0,4.0,13.818181818181818,1.537190082644628,15.0,5.0,2.0,0.9256198347107438,107.0,145.0,38.0,120.27272727272728,16.892561983471072,107.0,2.19,2.098181818181818,0.1168595041322314,2.19,1.7272727272727273,0.396694214876033,3.0,3.0,2.090909090909091,1.1570247933884297,10.0,10.0,3.636363636363636,4.628099173553719,0.0,0.0,5.0,14.0,9.0,7.454545454545454,3.12396694214876,5.0,1.0,4.0,4.0,2.272727272727273,1.2396694214876032,3.0,0.0,0.0,1.0,3.0,2.5454545454545454,0.8429752066115703,3.0,16.33,21.8424242424,3.00677685949091,22.5702380952,1.625,1.0340909090909092,1.625,2.0,225.0,223.0,75.45454545454545,93.48760330578511,2.0,3,0.6532287409684719,0.2317073170731707,0.2804878048780488,4.837975930199921,20.5666900542832,0.4135700439578309,23,2.650870017316337
1012,1012,4.089172695464663,Rb2 Te5,37.0,52.0,90.0,86.0,65.42857142857143,35.10204081632653,90.0,42.1322,115.56222857142858,17.196816326530605,312.46,410.2,605.4599999999999,167.42857142857142,722.66,16.0,15.0,11.714285714285714,6.122448979591837,16.0,5.0,0.0,0.0,138.0,220.0,82.0,161.42857142857142,33.469387755102034,138.0,2.1,1.7342857142857144,0.5224489795918368,2.1,1.7142857142857142,0.4081632653061225,4.0,4.0,2.857142857142857,1.6326530612244896,10.0,10.0,7.142857142857143,4.081632653061225,0.0,0.0,1.0,16.0,15.0,11.714285714285714,6.122448979591837,16.0,1.0,2.0,2.0,1.4285714285714286,0.8163265306122448,2.0,0.0,0.0,1.0,1.0,1.7142857142857142,0.4081632653061225,2.0,34.7633333333,50.751666666642855,22.8404761904898,34.7633333333,0.464,0.3314285714285714,0.464,152.0,229.0,77.0,174.0,31.428571428571427,152.0,2,0.7292098174287804,0.1463414634146341,0.2439024390243902,4.677043626058814,41.02925063538903,0.5786582234236795,129,3.2774552135375545
1013,1013,2.261489184880912,O16 I8,8.0,8.0,96.0,9.0,90.0,4.0,87.0,110.90507,52.967756666666666,49.29114222222222,54.8,332.05,165.48333333333335,147.57777777777778,54.8,17.0,1.0,16.333333333333332,0.444444444444444,16.0,5.0,3.0,1.3333333333333333,66.0,139.0,73.0,90.33333333333331,32.44444444444444,66.0,3.44,3.18,0.3466666666666667,3.44,2.0,0.0,5.0,1.0,4.333333333333333,0.4444444444444443,10.0,10.0,3.333333333333333,4.444444444444444,0.0,0.0,6.0,17.0,11.0,9.666666666666666,4.888888888888888,6.0,0.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,0.0,1.0,1.0,1.6666666666666667,0.4444444444444444,2.0,9.105,20.40833333333333,15.071111111111112,9.105,1.062,0.354,0.0,12.0,64.0,52.0,29.33333333333333,23.111111111111114,12.0,2,0.6933612743506347,0.2068965517241379,0.4482758620689655,4.975168971622121,17.67880241190792,0.2508389686215522,140,3.3187208407997106
1014,1014,2.4066584025712205,O18 W6,8.0,8.0,87.0,36.0,78.0,13.5,87.0,167.8406,57.95955,62.940225,54.8,3640.2,964.85,1365.075,54.8,16.0,10.0,13.5,3.75,16.0,6.0,4.0,1.5,66.0,162.0,96.0,90.0,36.0,66.0,3.44,3.17,0.405,3.44,2.0,0.0,4.0,4.0,3.0,1.5,4.0,4.0,1.0,1.5,14.0,3.5,6.0,20.0,14.0,9.5,5.25,6.0,0.0,2.0,2.0,1.5,0.75,2.0,6.0,1.5,2.0,4.0,3.0,1.5,2.0,9.105,10.841250000000002,2.604375000000001,9.105,0.0,0.0,0.0,12.0,229.0,217.0,66.25,81.375,12.0,2,0.7591472429689157,0.2105263157894736,0.3157894736842105,6.11669002888511,15.734669666610268,0.2068732777471756,201,3.236890593742123
1015,1015,2.005160010242608,Cl18 Re6,17.0,17.0,94.0,40.0,84.0,15.0,94.0,150.754,73.1415,56.53274999999999,171.6,3287.4,993.45,1232.775,171.6,17.0,10.0,14.5,3.75,17.0,6.0,3.0,1.125,102.0,151.0,49.0,114.25,18.375,102.0,3.16,2.845,0.4725,3.16,2.0,0.0,5.0,5.0,3.75,1.875,5.0,5.0,1.25,1.875,14.0,3.5,7.0,21.0,14.0,10.5,5.25,7.0,0.0,1.0,1.0,0.75,0.375,1.0,5.0,1.25,1.0,4.0,2.0,1.5,1.0,14.655,22.036875,3.6909375,24.4975,2.493,1.86975,2.493,64.0,194.0,130.0,96.5,48.75,64.0,2,0.7591472429689157,0.1904761904761904,0.3571428571428571,4.277347915419435,28.39477184025469,0.2013783157260203,104,2.008844349997676
1016,1016,2.317397966118755,Br2 Hg2,35.0,35.0,95.0,24.0,83.0,12.0,71.0,120.686,140.247,60.343,234.32,31.48000000000001,250.06,15.740000000000007,234.32,17.0,5.0,14.5,2.5,12.0,6.0,2.0,1.0,120.0,132.0,12.0,126.0,6.0,120.0,2.96,2.48,0.48,2.0,2.0,0.0,5.0,5.0,2.5,2.5,10.0,0.0,10.0,0.0,14.0,7.0,17.0,26.0,9.0,21.5,4.5,17.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,25.2375862069,27.35879310345,2.1212068965499995,25.2375862069,1.457,0.7285,0.0,64.0,166.0,102.0,115.0,51.0,64.0,2,0.6299605249474366,0.0930232558139534,0.1162790697674418,6.678629727870497,34.87027009471695,0.2940584226642629,418,3.254543059800316
1017,1017,1.806746615697215,Cl18 W3,17.0,17.0,94.0,43.0,87.85714285714286,10.530612244897956,94.0,148.387,56.65114285714286,36.33967346938775,171.6,3523.4,674.9428571428571,862.873469387755,171.6,17.0,11.0,15.428571428571429,2.693877551020408,17.0,6.0,3.0,0.7346938775510203,102.0,162.0,60.0,110.57142857142856,14.693877551020408,102.0,3.16,3.045714285714286,0.1959183673469388,3.16,2.0,0.0,5.0,5.0,4.285714285714286,1.2244897959183674,4.0,4.0,0.5714285714285714,0.9795918367346936,14.0,2.0,7.0,20.0,13.0,8.857142857142858,3.183673469387755,7.0,0.0,1.0,1.0,0.8571428571428571,0.2448979591836735,1.0,6.0,0.8571428571428571,1.0,5.0,1.7142857142857142,1.2244897959183674,1.0,16.05,23.290714285714287,2.0687755102040795,24.4975,2.493,2.1368571428571426,2.493,64.0,229.0,165.0,87.57142857142857,40.40816326530612,64.0,2,0.8584635724167666,0.2258064516129032,0.4838709677419354,2.8871451113758977,32.58285685439363,0.1553785349112895,104,2.877724958657945
1018,1018,1.5304803167633356,Si12 O24,8.0,8.0,87.0,9.0,84.0,4.0,87.0,12.0861,20.0281,5.371600000000001,54.8,1632.2,598.8666666666667,725.4222222222222,54.8,16.0,2.0,15.333333333333334,0.8888888888888887,16.0,3.0,1.0,0.4444444444444444,66.0,111.0,45.0,81.0,20.0,66.0,3.44,2.9266666666666667,0.6844444444444444,3.44,2.0,0.0,4.0,2.0,3.333333333333333,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.333333333333333,0.8888888888888888,6.0,0.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,0.0,0.0,2.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,12.883333333333336,5.037777777777778,9.105,0.773,0.2576666666666666,0.0,12.0,227.0,215.0,83.66666666666667,95.55555555555556,12.0,2,0.6933612743506347,0.375,0.6250000000000001,2.3654253338481914,14.059814953307614,0.1750814207148369,90,0.7555685602104134
1019,1019,1.3566852988073503,O48 Al12 P12,8.0,8.0,87.0,14.0,84.0,4.0,87.0,14.974362,20.32548343333333,5.7681112444444445,54.8,878.6700000000001,244.995,253.59333333333336,54.8,16.0,3.0,15.333333333333334,0.8888888888888887,16.0,3.0,1.0,0.4444444444444445,66.0,121.0,55.0,82.0,21.33333333333333,66.0,3.44,2.9266666666666667,0.6844444444444444,3.44,2.0,0.0,4.0,3.0,3.333333333333333,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.333333333333333,0.8888888888888891,6.0,0.0,5.0,3.0,2.6666666666666665,0.8888888888888888,2.0,0.0,0.0,2.0,3.0,2.6666666666666665,0.8888888888888888,2.0,9.105,12.578373015866667,4.631164021155556,9.105,1.625,0.2708333333333333,0.0,2.0,225.0,223.0,45.833333333333336,59.72222222222222,12.0,3,0.6735400034370317,0.375,0.6250000000000001,1.6199779799202392,20.83439386641716,0.127906575324133,90,2.7427332357171976
1020,1020,2.221732807217524,Zr2 Mn2 O6,8.0,8.0,87.0,43.0,71.4,18.72,87.0,75.22460000000001,38.832049,27.3991788,54.8,2073.2,762.28,848.976,54.8,16.0,12.0,11.8,5.04,16.0,5.0,3.0,1.2,66.0,175.0,109.0,102.4,43.68,66.0,3.44,2.64,0.9600000000000002,3.44,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,5.0,5.0,1.4,1.6799999999999995,0.0,0.0,4.0,7.0,3.0,5.8,0.7200000000000001,6.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,8.0,2.6,2.0,6.0,3.8,2.16,2.0,9.105,12.19951724138,4.398193103448,9.105,0.0,0.0,0.0,12.0,217.0,205.0,89.4,92.88,12.0,3,0.6144633651371695,0.3448275862068966,0.4137931034482758,5.0727539658949246,12.71146498216766,0.4689767472167703,66,1.8989833161633316
1021,1021,1.739958045471212,Li1 P2 W1 O7,3.0,8.0,87.0,86.0,75.18181818181819,17.884297520661153,87.0,176.899,33.15675672727273,27.39695332231405,54.8,3640.2,469.7172727272728,586.4150413223141,54.8,16.0,15.0,13.545454545454543,3.6528925619834713,16.0,6.0,4.0,0.793388429752066,66.0,162.0,96.0,87.81818181818181,27.76859504132232,66.0,3.44,2.8909090909090907,0.6988429752066115,3.44,1.9090909090909087,0.165289256198347,4.0,4.0,3.090909090909091,1.1570247933884297,4.0,4.0,0.3636363636363636,0.6611570247933883,14.0,1.2727272727272727,1.0,20.0,19.0,6.636363636363637,2.429752066115703,6.0,1.0,3.0,3.0,1.818181818181818,0.6611570247933884,2.0,6.0,0.5454545454545454,1.0,5.0,2.4545454545454546,0.8429752066115703,2.0,9.105,12.865346320336362,4.785895316791735,9.105,1.625,0.2954545454545454,0.0,2.0,229.0,227.0,49.63636363636363,65.22314049586777,12.0,4,0.6424887831565413,0.2876712328767123,0.4657534246575342,4.668426941166269,11.793713505910429,0.2912728688307392,116,2.702370146812025
1022,1022,2.247837350759881,Na4 Pt1 O4,8.0,8.0,87.0,85.0,46.55555555555556,39.60493827160494,2.0,179.0846,39.00451968,34.68432896,54.8,1986.6,416.00888888888886,361.198024691358,54.8,16.0,15.0,8.666666666666666,6.814814814814815,1.0,6.0,4.0,0.7901234567901234,66.0,166.0,100.0,118.22222222222224,46.41975308641975,66.0,3.44,2.1955555555555555,1.124938271604938,0.93,1.4444444444444444,0.4938271604938272,4.0,4.0,1.7777777777777777,1.9753086419753088,9.0,9.0,1.0,1.7777777777777777,14.0,1.5555555555555556,1.0,24.0,23.0,5.777777777777778,4.246913580246913,1.0,1.0,2.0,2.0,0.8888888888888888,0.9876543209876544,0.0,1.0,0.1111111111111111,1.0,1.0,1.5555555555555556,0.4938271604938272,1.0,9.105,18.71259259257777,9.360658436197532,9.105,0.0,0.0,0.0,12.0,229.0,217.0,132.11111111111111,106.76543209876544,12.0,3,0.5614193719120623,0.25,0.3076923076923076,4.709156278484887,13.753743743549537,0.9019056065020122,64,3.348588122581826
1023,1023,1.6647322106973774,B2 I6,5.0,53.0,96.0,24.0,90.0,9.0,96.0,116.09347,97.8811025,43.53505125,386.85,1961.15,877.1375,735.4312500000001,386.85,17.0,4.0,16.0,1.5,17.0,5.0,3.0,1.125,84.0,139.0,55.0,125.25,20.625,139.0,2.66,2.505,0.2325000000000001,2.66,2.0,0.0,5.0,4.0,4.0,1.5,10.0,10.0,7.5,3.75,0.0,0.0,3.0,17.0,14.0,13.5,5.25,17.0,0.0,5.0,4.0,2.0,1.5,1.0,0.0,0.0,1.0,4.0,2.0,1.5,1.0,7.1725,34.05437500000001,13.440937499999997,43.015,1.524,1.1775,1.062,64.0,166.0,102.0,89.5,38.25,64.0,2,0.7591472429689157,0.1481481481481481,0.2962962962962963,3.1014614433340943,52.40606647955041,0.1767665665423259,282,3.124147565840993
1024,1024,2.108316864230802,S10 As8,16.0,16.0,88.0,4.0,86.22222222222223,1.975308641975308,88.0,42.8566,51.11237777777777,21.16375308641976,388.36,701.64,700.2,346.4888888888889,388.36,16.0,1.0,15.555555555555555,0.4938271604938272,16.0,4.0,1.0,0.4938271604938272,105.0,119.0,14.0,111.22222222222224,6.913580246913581,105.0,2.58,2.4022222222222225,0.1975308641975308,2.58,2.0,0.0,4.0,1.0,3.555555555555556,0.4938271604938272,10.0,10.0,4.444444444444445,4.938271604938271,0.0,0.0,6.0,15.0,9.0,10.0,4.444444444444445,6.0,0.0,3.0,1.0,2.4444444444444446,0.4938271604938272,2.0,0.0,0.0,2.0,1.0,2.4444444444444446,0.4938271604938272,2.0,22.175,24.18159722222222,1.7836419753086412,25.786875,2.202,1.2233333333333334,2.202,70.0,166.0,96.0,112.66666666666669,47.40740740740741,70.0,2,0.6376437275907965,0.2,0.3555555555555555,2.761823849380801,30.73117791558154,0.1678586857739332,409,2.972806368007951
